CellID,DNA_6,ELANE,CD57,CD45,DNA_7,CD11B,SMA,CD16,DNA_8,ECAD,FOXP3,NCAM,X_centroid,Y_centroid,Area,MajorAxisLength,MinorAxisLength,Eccentricity,Solidity,Extent,Orientation
2756,26187.59259259259,1450.3333333333333,206.25925925925927,1491.037037037037,14804.666666666666,1086.79012345679,846.6172839506173,421.9382716049383,18267.444444444445,1310.567901234568,7949.938271604939,932.7283950617284,755.8395061728395,874.7654320987655,81,11.51937220464061,9.126638413276702,0.6101497723622029,0.9204545454545454,0.7363636363636363,0.40722216464188254
2757,26308.12162162162,1364.945945945946,221.52702702702703,1326.918918918919,14611.378378378378,1086.7837837837837,648.6891891891892,413.86486486486484,17789.527027027027,1492.6891891891892,341.7432432432432,901.4459459459459,809.8918918918919,874.6756756756756,74,10.428441763439112,9.140010200351353,0.4814924623152678,0.9487179487179487,0.7474747474747475,0.08101208194089368
2758,32883.31578947369,1534.0350877192982,228.0701754385965,1884.719298245614,16873.78947368421,1007.0701754385965,845.3508771929825,401.49122807017545,21604.298245614034,1323.438596491228,384.42105263157896,929.1578947368421,978.4912280701755,874.6491228070175,57,9.094242938665008,8.252006251583522,0.4202941222163135,0.9047619047619048,0.6333333333333333,-0.9749628195896556
2759,22511.951612903227,1491.1935483870968,172.0483870967742,1394.4354838709678,11985.951612903225,1015.0806451612904,944.3387096774194,370.258064516129,14948.645161290322,1129.4032258064517,274.03225806451616,939.5322580645161,1075.3709677419354,874.5645161290323,62,9.929442240391921,8.122586788009576,0.5751748170732864,0.9117647058823529,0.6262626262626263,1.3233329975964248
2760,21081.17777777778,1190.0777777777778,262.90555555555557,840.7611111111111,12714.81111111111,762.0166666666667,2062.427777777778,388.8722222222222,14839.711111111112,1129.0611111111111,306.31666666666666,891.5666666666667,320.3333333333333,886.6,180,33.156116163420336,7.761784220854786,0.9722129774871788,0.8035714285714286,0.47745358090185674,-0.26165911061072844
2761,17719.133333333335,1376.4666666666667,162.84,600.3466666666667,9437.56,990.1466666666666,918.4533333333334,365.32,11459.56,1130.96,269.14666666666665,915.8666666666667,1041.2933333333333,875.7866666666666,75,12.429323704835532,7.810699286973263,0.7778830809127104,0.9259259259259259,0.6818181818181818,-0.9882755593415146
2762,31540.3064516129,1398.6935483870968,222.25806451612902,1639.241935483871,17181.774193548386,977.9032258064516,1493.8709677419354,353.43548387096774,21415.612903225807,1242.967741935484,330.4193548387097,888.258064516129,1109.3225806451612,875.9516129032259,62,9.788092756339045,8.578322740873123,0.4815767753086543,0.8611111111111112,0.62,0.7545626905779068
2763,8463.681818181818,2160.2045454545455,278.29545454545456,353.6363636363636,5015.022727272727,1154.3636363636363,444.27272727272725,377.15909090909093,5658.886363636364,4475.431818181818,270.22727272727275,884.4772727272727,180.4318181818182,875.9318181818181,44,10.413513643079126,5.506274982591892,0.8487698580416159,0.8979591836734694,0.55,-0.9172530593116546
2764,13440.112903225807,1514.725806451613,236.08064516129033,701.6129032258065,7942.354838709677,1443.3870967741937,467.2258064516129,387.43548387096774,9532.451612903225,1565.774193548387,318.1774193548387,913.3387096774194,591.3387096774194,875.6290322580645,62,9.404122533920338,8.464871567066357,0.43563483356625105,0.9393939393939394,0.8611111111111112,-1.150902456166971
2765,29736.645569620254,1502.8354430379748,229.9620253164557,2479.6202531645567,15331.518987341773,1060.5443037974683,814.5822784810126,387.54430379746833,19669.936708860758,1252.0886075949368,376.26582278481015,895.9493670886076,963.6455696202531,876.0506329113924,79,13.783751779342387,7.739935439086445,0.8274590719080674,0.9080459770114943,0.6076923076923076,1.0268734488220308
